Crs & Sec,CRN,Title,Cred,Days,Time,Room,Instructor,Notes,Grad. Reqs.,Seats Left
MAT-210-B,20308,Mathematical Modeling,1,MWF,1:30 PM - 2:20 PM,CHAM 3155,Chartier T,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,25
MAT-230-A,20310,Sets and Proofs,1,TR,3:05 PM - 4:20 PM,WATSON 119,Bachmann M,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
MAT-315-A,20311,Numerical Analysis,1,TR,12:15 PM - 1:30 PM,WALL B05,Kuchera M,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,25
MAT-331-A,20542,Complex Analysis,1,TR,8:15 AM - 9:30 AM,CHAM 1046,Chavez A,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
MAT-341-A,20312,Mathematical Statistics,1,TR,9:40 AM - 10:55 AM,CHAM 2234,Yerger C,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
MAT-361-A,20314,Knot Theory,1,MWF,1:30 PM - 2:20 PM,WATSON 147,Wright A,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
MAT-395-A,20674,Mathematics of Ranking,1,,,,Chartier T,,,25
MAT-395-B,20675,Advanced Sports Analytics,1,,,,Chartier T,,,25
MAT-395-C,20676,Advanced Basketball Analytics,1,,,,Chartier T,,,25
MAT-395-D,20723,Applied Baseball Analytics II,1,,,,Chartier T,,,25
MAT-395-E,20729,Partial Differential Equations,1,,,,Chartier T,,,25
MAT-395-F,20730,Biomechanical Math Modeling II,1,,,,Chartier T,,,25
MAT-450-A,20315,Advanced Linear Algebra,1,MW,2:30 PM - 3:45 PM,WATSON 147,Zhuang Y,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
MAT-496-A,20772,Poset Saturation II,1,,,,Blake H,,,25
MAT-496-B,20773,Independent Study,1,,,,Yerger C,,,25
MAT-496-C,20778,Inference for Faulty Computing,1,,,,Wang K,,,25
MAT-496-D,20815,Knot-Theoretic Games,1,,,,Wright A,,,25
MAT-496-E,20844,Thesis: Random Vector norms,1,,,,Chavez A,,,25
MIL-102-A,20316,Intro to Leadership,0,,,PREY 024,Tousignant Z,,,25
MIL-202-A,20317,Found of Tactical Leadership,0,,,PREY 024,Tousignant Z,,,25
MIL-302-A,20318,Leadership in Changing Environ,0,,,PREY 024,Tousignant Z,,,25
MIL-330-A,20319,American Military History,0,,,PREY 024,Tousignant Z,,,25
MIL-402-A,20320,Leadership in Complex World,0,,,PREY 024,Tousignant Z,,,25
MUS-102-A,20322,Contemporary Music Theory,1,MWF,11:30 AM - 12:20 PM,SLOAN 201,Lee J,,,25
MUS-121-A,20596,Music in Western Civilization,1,MWF,9:30 AM - 10:20 AM,SLOAN 201,Botelho M,,,25
MUS-201-A,20326,Harmony,1,MWF,10:30 AM - 11:20 AM,SLOAN B011,Botelho M,,,25
MUS-221-A,20327,Styles-South Asian Hip-Hop,1,TR,3:05 PM - 4:20 PM,WATSON 157,Vanderbeek C,,,25
MUS-222-A,20328,Styles-Bollywood,1,MW,2:30 PM - 3:45 PM,SLOAN B011,Vanderbeek C,,,25
MUS-228-A,20330,Film Music,1,TR,1:40 PM - 2:55 PM,SLOAN B011,Lerner N,"[{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,25
MUS-245-A,20331,Religious Music of South Asia,1,TR,1:40 PM - 2:55 PM,WATSON 157,Vanderbeek C,,,25
MUS-246-A,20332,Music of Brazil,1,TR,9:40 AM - 10:55 AM,SLOAN 201,Botelho M,"[{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,25
MUS-295-B,20781,"Organology, The Study of Music",1,,,,Vanderbeek C,,,25
MUS-328-A,20607,Adv Film Music,1,TR,1:40 PM - 2:55 PM,SLOAN B011,Lerner N,"[{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,25
MUS-346-A,20336,Adv Music of Brazil,1,TR,9:40 AM - 10:55 AM,SLOAN 201,Botelho M,"[{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,25
MUS-361-A,20339,Adv Studies in Composition,1,TR,12:15 PM - 1:30 PM,SLOAN B020,Lee J,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
MUS-395-A,20779,Independent Study,1,,,,Lee J,,,25
MUS-396-A,20714,Independent Study,1,,,,Lee J,,,25
PBH-110-A,20341,Introduction to Public Health,1,MWF,10:30 AM - 11:20 AM,CHAM 2084,Butts S,"[{""code"":""123+"",""description"":""First-years, Sophomores & Juniors until first day of class""}]",,25
PBH-120-A,20623,Intro to Clinical Ethics,1,TR,8:15 AM - 9:30 AM,CUNN 109,Lee H,,,25
PBH-250-A,20342,Public Health Methods,1,MWF,2:30 PM - 3:20 PM,WATSON 109,Butts S,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PBH-280-A,20343,Introduction to Global Health,1,MW,8:05 AM - 9:20 AM,WATSON 109,Chillag K,,,25
PBH-292-A,20344,Intro to Epidemiology,1,T,8:15 AM - 10:55 AM,CHAM 3198,Snyder N,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PBH-309-A,20345,Water and Health,1,MW,2:30 PM - 3:45 PM,WATSON 119,Chillag K,"[{""code"":""234+"",""description"":""Sophomores, Juniors and Seniors only until first day of class""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PHI-102-A,20346,Reason and Argument,1,TR,8:15 AM - 9:30 AM,CHAM 1027,McKeever S,,,25
PHI-106-A,20347,Early Mod European Philosophy,1,TR,9:40 AM - 10:55 AM,CHAM 3068,Layman D,,,25
PHI-110-A,20348,Problems of Philosophy,1,TR,12:15 PM - 1:30 PM,CHAM 3234,McKeever S,"[{""code"":""123+"",""description"":""First-years, Sophomores & Juniors until first day of class""}]",,25
PHI-150-A,20350,Conceptions of the Self,1,MWF,1:30 PM - 2:20 PM,CHAM 1027,Robb D,,,25
PHI-160-A,20351,Great Philosophers: Plato,1,MWF,11:30 AM - 12:20 PM,CHAM 3068,Studtmann P,,,25
PHI-190-A,20609,PPE Gateway,1,TR,3:05 PM - 4:20 PM,CHAM 2234,Layman D,,,25
PHI-219-A,20352,Freedom and Responsibility,1,MW,2:30 PM - 3:45 PM,CHAM 3155,Griffith M,,,25
PHI-220-A,20353,Political Philosophy,1,TR,1:40 PM - 2:55 PM,CHAM 1003,Layman D,,,25
PHI-225-A,20354,Philosophy of Religion,1,MWF,10:30 AM - 11:20 AM,CHAM 1046,Robb D,,,25
PHI-235-A,20355,Existentialism,1,MWF,12:30 PM - 1:20 PM,CHAM 3106,Griffith M,,,25
PHI-250-A,20356,Buddhism as Philosophy,1,MWF,8:30 AM - 9:20 AM,CHAM 2084,Robb D,,,25
PHI-350-A,20357,Evolution and Morality,1,MWF,9:30 AM - 10:20 AM,CHAM 1015,Studtmann P,,,25
PHI-352-A,20603,"Agency, Respons & Mental",1,MWF,1:30 PM - 2:20 PM,CHAM 1045,Griffith M,,,25
PHI-399-A,20649,Indep Research in Philosophy,1,,,,Studtmann P,,,25
PHI-451-A,20358,Senior Colloq in Philosophy,1,R,1:40 PM - 4:20 PM,CUNN 111,Jankovic M,"[{""code"":""4"",""description"":""Seniors only""}]",,25
PHI-495-A,20654,Senior Thesis,1,,,,Layman D,,,25
PHI-495-B,20655,Senior Thesis,1,,,,Studtmann P,,,25
PHI-495-C,20658,Senior Thesis in Philosophy,1,,,,Griffith M,,,25
PHY-125-A,20359,Gen Physics +Calc I:Studio+Lab,1,MWF,10:30 AM - 12:20 PM,DANA 111,Thompson K,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PHY-225-A,20360,General Physics II Studio +Lab,1,MWF,8:30 AM - 10:20 AM,DANA 127,Ruiz S,"[{""code"":""1+"",""description"":""First-years only until first day of class""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PHY-225-B,20361,General Physics II Studio +Lab,1,MWF,8:30 AM - 10:20 AM,DANA 127,Ruiz S,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PHY-235-A,20362,Gen PhysicsII +Calc:Studio+Lab,1,MWF,10:30 AM - 12:20 PM,DANA 127,Boye D,"[{""code"":""1+"",""description"":""First-years only until first day of class""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PHY-235-B,20363,Gen PhysicsII +Calc:Studio+Lab,1,MWF,10:30 AM - 12:20 PM,DANA 127,Boye D,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PHY-235-C,20364,Gen PhysicsII +Calc:Studio+Lab,1,MWF,12:30 PM - 2:20 PM,DANA 127,Yukich J,"[{""code"":""1+"",""description"":""First-years only until first day of class""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PHY-235-D,20365,Gen PhysicsII +Calc:Studio+Lab,1,MWF,12:30 PM - 2:20 PM,DANA 127,Yukich J,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PHY-240-A,20366,Computational Physics,1,TR,1:40 PM - 2:55 PM,WALL B05,Kuchera M,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PHY-250-A,20367,Math Methods for Scientists,1,TR,9:40 AM - 10:55 AM,DANA 127,Ruiz S,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PHY-335-A,20368,Advanced Laboratory + lab,1,TR,12:15 PM - 2:55 PM,DANA B054,Gfroerer T; Kuchera A,"[{""code"":""LL"",""description"":""Lecture prof listed 1st""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PHY-350-A,20369,Electricity & Magnetism,1,MWF,9:30 AM - 10:20 AM,WATSON 140,Belloni M,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PHY-396-A,20692,Quantum Computing,1,,,,Belloni M,,,25
PHY-396-B,20711,Quantum for Medical Devices,1,,,,Belloni M,,,25
PHY-396-C,20727,Wildcat Motorsports Baja SAE,1,,,,Yukich J,,,25
PHY-396-D,20775,Quantum for Astrophysics,1,,,,Belloni M,,,25
PHY-396-E,20791,Mechanics of Materials,1,,,,Yukich J,,,25
PHY-410-A,20370,Intermediate Astrophysics,1,TR,9:40 AM - 10:55 AM,DANA 111,Thompson K,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PHY-496-A,20678,Honors Thesis Prep/Writing,1,,,,Belloni M,,,25
PHY-496-B,20701,Independent Research,1,,,,Kuchera A,,,25
PHY-496-C,20732,Honors Research: Double Wells,1,,,,Belloni M,,,25
PHY-496-D,20774,Independent Research,1,,,,Boye D,,,25
PHY-496-E,20777,Research in Medical Physics,1,,,,Boye D,,,25
PHY-496-F,20792,Physics Independent Study,1,,,,Yukich J,,,25
PHY-496-G,20832,Independent Research,1,,,,Gfroerer T,,,25
POL-140-A,20371,Comparative Politics,1,TR,8:15 AM - 9:30 AM,CHAM 2084,Zhu K,,,25
POL-140-B,20372,Comparative Politics,1,MW,8:05 AM - 9:20 AM,CHAM 1027,Bersch K,,,25
POL-161-A,20373,Intro to Int'l Relations,1,TR,3:05 PM - 4:20 PM,WATSON 147,Ceka B,"[{""code"":""123+"",""description"":""First-years, Sophomores & Juniors until first day of class""}]",,25
POL-180-A,20374,Intro to Policy Analysis,1,MWF,9:30 AM - 10:20 AM,CHAM 1003,Menkhaus K,"[{""code"":""123+"",""description"":""First-years, Sophomores & Juniors until first day of class""}]",,25
POL-182-A,20375,Intro to Research Methods,1,W,2:30 PM - 3:45 PM,WALL B05,Crowder-Meyer M,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""XP"",""description"":""Course meets for extra periods""}]",,25
POL-182-B,20376,Intro to Research Methods,1,R,3:05 PM - 4:20 PM,WALL B05,Crowder-Meyer M,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""XP"",""description"":""Course meets for extra periods""}]",,25
POL-223-A,20377,The Presidency,1,MWF,10:30 AM - 11:20 AM,CHAM 3155,Roberts S,,,25
POL-290-A,20378,Politics of Africa,1,MWF,12:30 PM - 1:20 PM,CHAM 1006,Menkhaus K,,,25
POL-304-A,20379,Foundations of Liberalism,1,TR,9:40 AM - 10:55 AM,CHAM 3084,Shaw B,,,25
POL-305-A,20380,Education for Leadership,1,TR,12:15 PM - 1:30 PM,CHAM 3068,Ahrensdorf P,,,25
POL-307-A,20381,Lincoln & Crisis of Amer Demo,1,TR,8:15 AM - 9:30 AM,CHAM 2068,Ahrensdorf P,,,25
POL-322-A,20382,Local Env Governance,1,MWF,11:30 AM - 12:20 PM,WATSON 147,O'Geen A; Johnson B,"[{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,25
POL-325-A,20618,Constitutional Law,1,TR,12:15 PM - 1:30 PM,CHAM HANCE,Lee H,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""}]",,25
POL-330-A,20383,Campaign Strategy,1,MWF,11:30 AM - 12:20 PM,CHAM 3155,Hogan M,,,25
POL-364-A,20385,International Security,1,TR,8:15 AM - 9:30 AM,CHAM 3106,Toska S,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
POL-365-A,20386,The IR of the Asia Pacific,1,TR,9:40 AM - 10:55 AM,CHAM 1027,Zhu K,,,25
POL-389-A,20662,Politics of Redistricting,1,,,,Roberts S,,,25
POL-398-A,20387,Global Environmental Politics,1,TR,1:40 PM - 2:55 PM,CHAM 3084,Bullock G,,,25
POL-403-A,20388,Sem: Against Liberal Democracy,1,TR,1:40 PM - 2:55 PM,CHAM 2196,Shaw B,,,25
POL-424-A,20389,Women In US Politics,1,M,1:30 PM - 4:20 PM,VAC 108,Crowder-Meyer M,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
POL-441-A,20390,Rise of China,1,R,1:40 PM - 4:20 PM,CHAM 2209,Zhu K,,,25
POL-443-A,20391,Political Islam,1,T,1:40 PM - 4:20 PM,CHAM 1096,Toska S,,,25
POL-449-A,20545,Politics and Governance,1,M,1:30 PM - 4:20 PM,CHAM 3234,Bersch K,,,25
POL-485-A,20748,Honors Thesis,1,,,,Bersch K,,,25
POL-488-A,20664,Gender and Political Messaging,1,,,,Crowder-Meyer M,,,25
POL-488-B,20716,"Lincoln, Scruton, and the Ques",1,,,,Ahrensdorf P,,,25
POL-488-E,20821,Advanced Independent Study,1,,,,O'Geen A,,,25
POL-488-F,20846,Honors Thesis: Urban Politics,1,,,,Shaw B,,,25
PSY-101-A,20394,General Psychology,1,MWF,10:30 AM - 11:20 AM,WALL 210,Bond A,,,25
PSY-101-B,20395,General Psychology,1,MWF,3:30 PM - 4:20 PM,WALL 210,Reynolds C,,,25
PSY-195-A,20666,Independent Study in PSY,1,,,,Bagwell C,,,25
PSY-195-B,20746,Development of STEM Beliefs,1,,,,Kumar S,,,25
PSY-195-C,20747,Neuroscience Study and Lab,1,,,,Ramirez J,,,25
PSY-195-D,20750,Neurobiology of Alzheimer's,1,,,,Ramirez J,,,25
PSY-195-E,20753,Independent Study in PSY,1,,,,Ramirez J,,,25
PSY-195-F,20797,Neuroscience of Depression,1,,,,Ramirez J,,,25
PSY-195-G,20798,Neurodegeneration in Alzheimer,1,,,,Ramirez J,,,25
PSY-195-H,20799,Independent Study in PSY,1,,,,Ramirez J,,,25
PSY-200-A,20397,Research Design & Statistics 1,1,MWF,12:30 PM - 1:20 PM,WALL 106,Reynolds C,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-200-B,20398,Research Design & Statistics 1,1,MWF,1:30 PM - 2:20 PM,WALL 106,Reynolds C,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-220-A,20399,Health Psychology,1,TR,8:15 AM - 9:30 AM,WATSON 119,Stutts L,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-231-A,20401,Abnormal Psychology,1,MWF,8:30 AM - 9:20 AM,WALL 320,Sockol L,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-234-A,20402,Child Psychopathology,1,TR,8:15 AM - 9:30 AM,WALL 320,Bagwell C,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-242-0,20568,Educational Psychology,1,MWF,3:30 PM - 4:20 PM,WATSON 109,Kumar S,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-254-A,20403,Industrial/Organizational Psy,1,TR,9:40 AM - 10:55 AM,WALL 243,Ng L,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-282-A,20404,Learning,1,TR,1:40 PM - 2:55 PM,WALL 243,Ramirez J,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-292-A,20405,Collective Memory,1,TR,9:40 AM - 10:55 AM,WALL 210,Multhaup K,,,25
PSY-300-A,20406,Research Design & Statistics 2,1,MWF,10:30 AM - 11:20 AM,WALL 106,Kumar S,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-300-B,20407,Research Design & Statistics 2,1,MWF,12:30 PM - 1:20 PM,WALL 243,Kumar S,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-301-A,20408,Psy Res:Perception & Attention,1,T,1:40 PM - 4:20 PM,WALL 307,Bond A,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-301-B,20588,Psy Res:Perception & Attention,1,T,1:40 PM - 4:20 PM,WALL 307,Bond A,"[{""code"":""23"",""description"":""Sophomores and Juniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-312-A,20409,Psy Res: Data Visualization,1,TR,8:15 AM - 9:30 AM,CHAM 1096,Smith M,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-312-B,20589,Psy Res: Data Visualization,1,TR,8:15 AM - 9:30 AM,CHAM 1096,Smith M,"[{""code"":""23"",""description"":""Sophomores and Juniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-316-A,20410,Psy Res: Indus/Organiza Psy,1,F,8:30 AM - 10:20 AM,WALL 380,Ng L,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-316-B,20411,Psy Res: Indus/Organiza Psy,1,F,8:30 AM - 10:20 AM,WALL 380,Ng L,"[{""code"":""23"",""description"":""Sophomores and Juniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-316-C,20591,Psy Res: Indus/Organiza Psy,1,F,10:30 AM - 12:20 PM,WALL 380,Ng L,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-316-D,20592,Psy Res: Indus/Organiza Psy,1,F,10:30 AM - 12:20 PM,WALL 380,Ng L,"[{""code"":""23"",""description"":""Sophomores and Juniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-318-A,20412,Psy Research: Social Psy,1,W,8:30 AM - 10:20 AM,WALL 228,Good J,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-318-B,20413,Psy Research: Social Psy,1,W,8:30 AM - 10:20 AM,WALL 228,Good J,"[{""code"":""23"",""description"":""Sophomores and Juniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-318-C,20593,Psy Research: Social Psy,1,W,10:30 AM - 12:20 PM,WALL 228,Good J,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-318-D,20594,Psy Research: Social Psy,1,W,10:30 AM - 12:20 PM,WALL 228,Good J,"[{""code"":""23"",""description"":""Sophomores and Juniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-324-A,20414,Functional Neuroanatomy,1,W,1:30 PM - 4:20 PM,WALL 307,Ramirez J,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,25
PSY-330-A,20751,"Music, Nostalgia, and Memory",1,,,,Bond A,,,25
PSY-351-A,20627,Adv Sem:Gender&Psychopathology,1,TR,8:15 AM - 9:30 AM,WALL 243,Sockol L,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-351-B,20590,Adv Sem:Gender&Psychopathology,1,TR,8:15 AM - 9:30 AM,WALL 243,Sockol L,"[{""code"":""23"",""description"":""Sophomores and Juniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-354-A,20416,Adv Sem: Med Rehab Disability,1,TR,9:40 AM - 10:55 AM,WATSON 109,Stutts L,"[{""code"":""234+"",""description"":""Sophomores, Juniors and Seniors only until first day of class""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-365-A,20418,Adv Sem:Clinical Neuropsych,1,M,1:30 PM - 4:20 PM,WALL 307,Icard P,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-365-B,20595,Adv Sem: Clinical Neuropsych,1,M,1:30 PM - 4:40 PM,WALL 307,Icard P,"[{""code"":""23"",""description"":""Sophomores and Juniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-400-A,20647,Senior Thesis,1,,,,Good J,,,25
PSY-400-B,20700,Senior Thesis,1,,,,Bond A,,,25
PSY-400-C,20733,Senior Thesis,1,,,,Sockol L,,,25
PSY-400-D,20734,Senior Thesis,1,,,,Ng L,,,25
PSY-400-E,20735,Senior Thesis,1,,,,Multhaup K,,,25
PSY-401-A,20419,Issues in Psychology,1,TR,9:40 AM - 10:55 AM,WALL 307,Boyd M,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-401-B,20420,Issues in Psychology,1,TR,12:15 PM - 1:30 PM,WALL 307,Boyd M,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-401-C,20421,Issues in Psychology,1,TR,1:40 PM - 2:55 PM,WATSON 119,Multhaup K,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
REL-165-A,20422,Islam in America,1,MW,8:05 AM - 9:20 AM,EU 101,Zamir R,,,25
REL-167-A,20608,Religion and Philanthropy,1,TR,12:15 PM - 1:30 PM,CHAM 3106,Patel V,,,25
REL-250-A,20423,Themes in Theology& Ethics:God,1,MWF,12:30 PM - 1:20 PM,CHAM 1046,Ottati D,,,25
REL-251-A,20424,Moral Reflection Perilous Wrld,1,TR,1:40 PM - 2:55 PM,SLOAN 100,Swenson-Lengyel W,,,25
REL-254-A,20425,Religion & Economics,1,MWF,9:30 AM - 10:20 AM,CHAM 3068,Ottati D,,,25
REL-268-A,20427,Hindu Gods and Goddesses,1,TR,3:05 PM - 4:20 PM,CHAM 1045,Patel V,,,25
REL-271-A,20428,Buddhism,1,MWF,1:30 PM - 2:20 PM,CHAM 1006,Pang R,,,25
REL-301-A,20429,What is religion good for?,1,MW,2:30 PM - 3:45 PM,CHAM 2209,Snyder G,,,25
REL-395-A,20661,Evangelical Women in America,1,,,,Wills A,,,25
REL-459-A,20430,#Spiritual-But-Not-Religious,1,T,8:15 AM - 10:55 AM,VAC 108,Zamir R,,,25
REL-498-A,20758,Honors Thesis,1,,,,Swenson-Lengyel W,,,25
RUS-102-A,20431,Elementary Russian II,1,MWF,10:30 AM - 11:20 AM,CHAM 3209,Moskvitina L,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XP"",""description"":""Course meets for extra periods""}]",,25
RUS-202-A,20432,Intermediate Russian II,1,MWF,11:30 AM - 12:20 PM,CHAM 3209,Moskvitina L,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XP"",""description"":""Course meets for extra periods""}]",,25
RUS-280-A,20433,Russia & the West,1,MWF,8:30 AM - 9:20 AM,CHAM 3187,Ewington A,"[{""code"":""IN-ENGL"",""description"":""In English""}]",,25
RUS-317-A,20434, Russian Mass Media,1,MWF,9:30 AM - 10:20 AM,CHAM 3209,Moskvitina L,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""},{""code"":""XP"",""description"":""Course meets for extra periods""}]",,25
RUS-417-A,20435, Adv: Russian Mass Media,1,MWF,9:30 AM - 10:20 AM,CHAM 3209,Moskvitina L,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""},{""code"":""XP"",""description"":""Course meets for extra periods""}]",,25
RUS-420-A,20577,War & Peace: Tolstoy,1,T,1:40 PM - 4:20 PM,CHAM 2209,Ewington A,"[{""code"":""234+"",""description"":""Sophomores, Juniors and Seniors only until first day of class""},{""code"":""IN-ENGL"",""description"":""In English""}]",,25
SIL-111-A,20436,Beginning Dutch,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SIL-115-A,20437,Beginning Italian,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SIL-116-A,20438,Continuing Italian,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SIL-117-A,20439,Intermediate Italian,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SIL-120-A,20440,Beginning American Sign Lang,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SIL-121-A,20441,Continuing Amer Sign Lang,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
