Crs & Sec,CRN,Title,Cred,Days,Time,Room,Instructor,Notes,Grad. Reqs.,Seats Left,subject,course_number,section,credits,weekdays,start_time,end_time,building,room,enrolled,capacity,seats_remaining
CIS-215-A,20571,The Art & Practice of Reading,1,MWF,10:30 AM - 12:20 PM,CHAM 1045,Snyder G,,,,CIS,215,A,1,MWF,1030,1220,CHAM,1045,,,25
CIS-496-A,20113,Thesis II,1,,,,Crandall B,"[{""code"":""34"",""description"":""Juniors and Seniors only""}]",,,CIS,496,A,1,,,,,,,,25
CLA-233-A,20114,Athenian Law in Action,1,MWF,8:30 AM - 9:20 AM,CHAM 3106,Krentz P,,,,CLA,233,A,1,MWF,0830,0920,CHAM,3106,,,25
CLA-235-A,20115,Families of Anc Mediterranean,1,MW,2:30 PM - 3:45 PM,CHAM 2068,Truetzel A,,,,CLA,235,A,1,MW,1430,1545,CHAM,2068,,,25
CLA-255-A,20116,Greek and Roman Athletics,1,MWF,1:30 PM - 2:20 PM,CHAM HANCE,Smith A,,,,CLA,255,A,1,MWF,1330,1420,CHAM,HANCE,,,25
CLA-399-A,20813,In Search of Ariadne,1,,,,Cheshire K,,,,CLA,399,A,1,,,,,,,,25
CLA-456-A,20117,Coins and the Ancient Economy,1,TR,1:40 PM - 2:55 PM,CHAM 3196,Truetzel A,,,,CLA,456,A,1,TR,1340,1455,CHAM,3196,,,25
CLA-499-A,20828,Honors Thesis,1,,,,Cheshire K,,,,CLA,499,A,1,,,,,,,,25
COM-101-A,20118,Princ of Oral Communication,1,TR,9:40 AM - 10:55 AM,CHAM B027,Smith J,,,,COM,101,A,1,TR,0940,1055,CHAM,B027,,,25
COM-101-B,20119,Princ of Oral Communication,1,TR,8:15 AM - 9:30 AM,CHAM B027,Smith J,,,,COM,101,B,1,TR,0815,0930,CHAM,B027,,,25
COM-101-C,20120,Princ of Oral Communication,1,MWF,12:30 PM - 1:20 PM,CHAM B027,Pollard E,,,,COM,101,C,1,MWF,1230,1320,CHAM,B027,,,25
COM-203-A,20122,Communication Research Methods,1,MW,2:30 PM - 3:45 PM,CHAM 1003,Martinez A,,,,COM,203,A,1,MW,1430,1545,CHAM,1003,,,25
COM-207-A,20123,"Politics, Race, & US Media",1,TR,1:40 PM - 2:55 PM,CHAM 1027,Bailey I,,,,COM,207,A,1,TR,1340,1455,CHAM,1027,,,25
COM-230-A,20610,Organizational Communication,1,MWF,11:30 AM - 12:20 PM,CHAM 1006,Pollard E,,,,COM,230,A,1,MWF,1130,1220,CHAM,1006,,,25
COM-325-A,20124,Exploring Fake News,1,TR,3:05 PM - 4:20 PM,CHAM 1046,Bailey I,,,,COM,325,A,1,TR,1505,1620,CHAM,1046,,,25
COM-365-A,20125,Rhetorics of Justice & Equal,1,TR,12:15 PM - 1:30 PM,CHAM 2196,Smith J,,,,COM,365,A,1,TR,1215,1330,CHAM,2196,,,25
COM-390-A,20126,Research Ethics,1,F,1:30 PM - 4:20 PM,WALL 307,Bailey I,,,,COM,390,A,1,F,1330,1620,WALL,307,,,25
COM-495-A,20127,Comm Theory & Research,1,R,1:40 PM - 4:20 PM,CHAM 2187,Martinez A,"[{""code"":""PRM"",""description"":""Permission of instructor required""}]",,,COM,495,A,1,R,1340,1620,CHAM,2187,,,25
COM-497-A,20794,Thesis Research,1,,,,Martinez A,,,,COM,497,A,1,,,,,,,,25
CSC-110-A,20128,Data Science & Society,1,MW,2:30 PM - 3:45 PM,WATSON 132,Benbow P,,,,CSC,110,A,1,MW,1430,1545,WATSON,132,,,25
CSC-121-A,20129,Programming & Problem Solving,1,MW,8:05 AM - 9:20 AM,WATSON 132,Williams K,"[{""code"":""R"",""description"":""Course has restrictions; see course description""}]",,,CSC,121,A,1,MW,0805,0920,WATSON,132,,,25
CSC-121-B,20130,Programming & Problem Solving,1,TR,9:40 AM - 10:55 AM,WATSON 247,Peck T,"[{""code"":""R"",""description"":""Course has restrictions; see course description""}]",,,CSC,121,B,1,TR,0940,1055,WATSON,247,,,25
CSC-121-C,20131,Programming & Problem Solving,1,TR,3:05 PM - 4:20 PM,WATSON 132,Ramanujan R,"[{""code"":""R"",""description"":""Course has restrictions; see course description""}]",,,CSC,121,C,1,TR,1505,1620,WATSON,132,,,25
CSC-220-A,20134,Discrete Structures,1,TR,9:40 AM - 10:55 AM,WATSON 243,Blake H,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,,CSC,220,A,1,TR,0940,1055,WATSON,243,,,25
CSC-221-A,20135,Data Structures,1,MWF,9:30 AM - 10:20 AM,WATSON 132,Lim T,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT-CSCLABS"",""description"":""Students must attend weekly CSC AT session""}]",,,CSC,221,A,1,MWF,0930,1020,WATSON,132,,,25
CSC-221-B,20136,Data Structures,1,MWF,10:30 AM - 11:20 AM,WATSON 132,Lim T,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,CSC,221,B,1,MWF,1030,1120,WATSON,132,,,25
CSC-221-C,20137,Data Structures,1,MWF,1:30 PM - 2:20 PM,WATSON 132,Mendes H,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,CSC,221,C,1,MWF,1330,1420,WATSON,132,,,25
CSC-250-A,20138,Computer Organization,1,TR,8:15 AM - 9:30 AM,WATSON 243,Nemitz C,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,CSC,250,A,1,TR,0815,0930,WATSON,243,,,25
CSC-312-A,20139,Software Design,1,TR,9:40 AM - 10:55 AM,WATSON 157,Lim T,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,CSC,312,A,1,TR,0940,1055,WATSON,157,,,25
CSC-321-A,20141,Analysis of Algorithms,1,TR,8:15 AM - 9:30 AM,CHAM 2234,Yerger C,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,CSC,321,A,1,TR,0815,0930,CHAM,2234,,,25
CSC-353-A,20142,Database Systems,1,MWF,9:30 AM - 10:20 AM,WATSON 243,Mendes H,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,CSC,353,A,1,MWF,0930,1020,WATSON,243,,,25
CSC-353-B,20143,Database Systems,1,MWF,10:30 AM - 11:20 AM,WATSON 243,Mendes H,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,CSC,353,B,1,MWF,1030,1120,WATSON,243,,,25
CSC-358-A,20144,Real-Time Systems,1,TR,12:15 PM - 1:30 PM,WATSON 147,Nemitz C,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,CSC,358,A,1,TR,1215,1330,WATSON,147,,,25
CSC-362-A,20145,Data Visualization,1,MW,2:30 PM - 3:45 PM,WATSON 247,Williams K,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,CSC,362,A,1,MW,1430,1545,WATSON,247,,,25
CSC-364-A,20146,Image Processing,1,TR,1:40 PM - 2:55 PM,WATSON 247,Peck T,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,CSC,364,A,1,TR,1340,1455,WATSON,247,,,25
CSC-395-A,20728,The Test Code Quality Analysis,1,,,,Lim T,,,,CSC,395,A,1,,,,,,,,25
CSC-395-B,20744,RL for LLMs,1,,,,Ramanujan R,,,,CSC,395,B,1,,,,,,,,25
CSC-395-C,20760,JIT Compiler Visualization Dev,1,,,,Williams K,,,,CSC,395,C,1,,,,,,,,25
CSC-395-D,20761,VR Independent Research,1,,,,Peck T,,,,CSC,395,D,1,,,,,,,,25
CSC-395-E,20768,Machine Learning Systems,1,,,,Ramanujan R,,,,CSC,395,E,1,,,,,,,,25
CSC-395-F,20769,Data Analysis and VR research,1,,,,Peck T,,,,CSC,395,F,1,,,,,,,,25
CSC-395-G,20814,Reverse Engineering JIT Code,1,,,,Lim T,,,,CSC,395,G,1,,,,,,,,25
CSC-395-H,20817,Computer Architecture & FPGAs,1,,,,Mendes H,,,,CSC,395,H,1,,,,,,,,25
CSC-395-I,20838,Deep Learning for Nuclear Phy,1,,,,Kuchera M,,,,CSC,395,I,1,,,,,,,,25
CSC-496-A,20816,Multiparty Computation - SPDZ,1,,,,Mendes H,,,,CSC,496,A,1,,,,,,,,25
DAN-101-A,20147,Introduction to Dance Studies,1,MWF,10:30 AM - 11:20 AM,BAKER 1102,Nambiar A,,,,DAN,101,A,1,MWF,1030,1120,BAKER,1102,,,25
DAN-140-A,20148,Movement Lab,1,MW,9:30 AM - 11:20 AM,BAKER 1100,Davis J,,,,DAN,140,A,1,MW,0930,1120,BAKER,1100,,,25
DAN-246-A,20149,Odissi Dance Technique I,1,MW,2:30 PM - 4:20 PM,BAKER 1100,Nambiar A,,,,DAN,246,A,1,MW,1430,1620,BAKER,1100,,,25
DAN-260-A,20150,Dance Composition,1,MW,11:30 AM - 1:20 PM,BAKER 1100,Davis J,"[{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,,DAN,260,A,1,MW,1130,1320,BAKER,1100,,,25
DAN-294-A,20151,Dance on Screen,1,MWF,12:30 PM - 1:20 PM,CHAM 1086,Nambiar A,,,,DAN,294,A,1,MWF,1230,1320,CHAM,1086,,,25
DAN-360-A,20152,Adv Dance Composition,1,MW,11:30 AM - 1:20 PM,BAKER 1100,Davis J,"[{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,,DAN,360,A,1,MW,1130,1320,BAKER,1100,,,25
DAT-205-A,20153,Statistical Linear Models,1,MWF,1:30 PM - 2:20 PM,WATSON 247,Wang K,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,DAT,205,A,1,MWF,1330,1420,WATSON,247,,,25
DAT-385-A,20615,Forecasting,1,MWF,12:30 PM - 1:20 PM,CHAM 1096,Jha J,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,DAT,385,A,1,MWF,1230,1320,CHAM,1096,,,25
DAT-395-A,20632,Data Engineering,1,,,,Benbow P,,,,DAT,395,A,1,,,,,,,,25
DIG-101-A,20155,Intro to Digital Studies,1,MWF,12:30 PM - 1:20 PM,WATSON 109,Heggestad J,,,,DIG,101,A,1,MWF,1230,1320,WATSON,109,,,25
DIG-220-A,20156,Electronic Literature,1,MWF,1:30 PM - 2:20 PM,WATSON 109,Heggestad J,,,,DIG,220,A,1,MWF,1330,1420,WATSON,109,,,25
DIG-320-A,20157,"Technology, Knowledge & Wisdom",1,TR,8:15 AM - 9:30 AM,SLOAN 201,Kabala J,,,,DIG,320,A,1,TR,0815,0930,SLOAN,201,,,25
DIG-333-A,20158,Physical Computing,1,MW,2:30 PM - 3:45 PM,VAC 212,Mundy O,,,,DIG,333,A,1,MW,1430,1545,VAC,212,,,25
DIG-345-A,20159,Radical Software,1,MWF,11:30 AM - 12:20 PM,VAC 212,Mundy O,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,DIG,345,A,1,MWF,1130,1220,VAC,212,,,25
DIG-395-A,20693,Independent Study,1,,,,Dietrick J,,,,DIG,395,A,1,,,,,,,,25
DIG-395-B,20820,Semantic Information Systems,1,,,,Mundy O,,,,DIG,395,B,1,,,,,,,,25
ECO-101-A,20160,Introductory Economics,1,TR,9:40 AM - 10:55 AM,DANA 146,Smith F,,,,ECO,101,A,1,TR,0940,1055,DANA,146,,,25
ECO-101-B,20161,Introductory Economics,1,TR,12:15 PM - 1:30 PM,DANA 146,Smith F,,,,ECO,101,B,1,TR,1215,1330,DANA,146,,,25
ECO-101-C,20162,Introductory Economics,1,MWF,1:30 PM - 2:20 PM,CHAM 2084,Denteh A,,,,ECO,101,C,1,MWF,1330,1420,CHAM,2084,,,25
ECO-101-D,20163,Introductory Economics,1,MWF,9:30 AM - 10:20 AM,WATSON 157,Cools A,,,,ECO,101,D,1,MWF,0930,1020,WATSON,157,,,25
ECO-202-A,20164,Intermed Microeconomic Theory,1,TR,9:40 AM - 10:55 AM,CHAM 3155,O'Keefe S,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,202,A,1,TR,0940,1055,CHAM,3155,,,25
ECO-202-B,20165,Intermed Microeconomic Theory,1,TR,12:15 PM - 1:30 PM,WATSON 119,O'Keefe S,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,202,B,1,TR,1215,1330,WATSON,119,,,25
ECO-203-A,20166,Intermed Macroeconomic Theory,1,TR,8:15 AM - 9:30 AM,CHAM 3155,Kumar V,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,203,A,1,TR,0815,0930,CHAM,3155,,,25
ECO-203-B,20167,Intermed Macroeconomic Theory,1,TR,12:15 PM - 1:30 PM,CHAM 3155,Kumar V,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,203,B,1,TR,1215,1330,CHAM,3155,,,25
ECO-204-A,20168,Stats & Basic Econometrics,1,T,1:40 PM - 2:55 PM,CHAM 2187,Casavilca Silva P,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,204,A,1,T,1340,1455,CHAM,2187,,,25
ECO-204-B,20169,Stats & Basic Econometrics,1,T,3:05 PM - 4:20 PM,CHAM 2068,Casavilca Silva P,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,204,B,1,T,1505,1620,CHAM,2068,,,25
ECO-205-A,20170,Econometrics,1,R,1:40 PM - 2:55 PM,VAC 108,Foley M,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,205,A,1,R,1340,1455,VAC,108,,,25
ECO-205-B,20171,Econometrics,1,R,3:05 PM - 4:20 PM,VAC 117,Foley M,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,205,B,1,R,1505,1620,VAC,117,,,25
ECO-211-A,20172,Introduction to Accounting,1,MWF,8:30 AM - 9:20 AM,CHAM 3155,Baker B,"[{""code"":""34+"",""description"":""Juniors and Seniors only until the first day of class""}]",,,ECO,211,A,1,MWF,0830,0920,CHAM,3155,,,25
ECO-211-B,20173,Introduction to Accounting,1,MWF,10:30 AM - 11:20 AM,DANA 146,Baker B,"[{""code"":""34+"",""description"":""Juniors and Seniors only until the first day of class""}]",,,ECO,211,B,1,MWF,1030,1120,DANA,146,,,25
ECO-212-A,20174,Intermediate Accounting,1,MWF,12:30 PM - 1:20 PM,DANA 146,Baker B,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,212,A,1,MWF,1230,1320,DANA,146,,,25
ECO-214-A,20175,Introduction to Finance,1,TR,8:15 AM - 9:30 AM,CHAM 1006,Kollme B,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,214,A,1,TR,0815,0930,CHAM,1006,,,25
ECO-226-A,20176,Environ & Nat Resour Economics,1,TR,1:40 PM - 2:55 PM,CHAM 3106,Narantungalag O,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,226,A,1,TR,1340,1455,CHAM,3106,,,25
ECO-227-A,20177,Economics of Gender & Family,1,MWF,12:30 PM - 1:20 PM,CHAM HANCE,Cools A,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,227,A,1,MWF,1230,1320,CHAM,HANCE,,,25
ECO-228-A,20178,Financial Economics,1,MWF,1:30 PM - 2:20 PM,CHAM 1003,Stroup C,"[{""code"":""DO"",""description"":""Participating in the Day One course materials program pilot. Visit the College Store's Help Center for more information.""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,228,A,1,MWF,1330,1420,CHAM,1003,,,25
ECO-235-A,20180,Economics of Mining & Sust Dev,1,TR,3:05 PM - 4:20 PM,CHAM 3155,Narantungalag O,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,235,A,1,TR,1505,1620,CHAM,3155,,,25
ECO-254-A,20181,Religion and Economics,1,MWF,9:30 AM - 10:20 AM,CHAM 3068,Jha J,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,254,A,1,MWF,0930,1020,CHAM,3068,,,25
ECO-288-A,20563,Int'l Political Economy,1,MW,2:30 PM - 3:45 PM,CHAM 3106,Crandall B,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,288,A,1,MW,1430,1545,CHAM,3106,,,25
ECO-295-A,20665,Concentrated Factor Pricing,1,,,,Stroup C,,,,ECO,295,A,1,,,,,,,,25
ECO-295-B,20743,Game Theory&Strategic Behavior,1,,,,Foley M,,,,ECO,295,B,1,,,,,,,,25
ECO-295-C,20757,Advanced Game Theory,1,,,,Foley M,,,,ECO,295,C,1,,,,,,,,25
ECO-295-D,20837,Tourism & Economic Development,1,,,,Gouri Suresh S,,,,ECO,295,D,1,,,,,,,,25
ECO-322-A,20183,Health Economics,1,MWF,10:30 AM - 11:20 AM,CHAM 3068,Denteh A,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,322,A,1,MWF,1030,1120,CHAM,3068,,,25
ECO-329-A,20184,Sports Economics,1,MWF,11:30 AM - 12:20 PM,WATSON 119,Smith F,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,329,A,1,MWF,1130,1220,WATSON,119,,,25
ECO-337-A,20562,International Trade,1,TR,1:40 PM - 2:55 PM,DANA 146,Gouri Suresh S,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,337,A,1,TR,1340,1455,DANA,146,,,25
ECO-385-A,20616,Forecasting,1,MWF,12:30 PM - 1:20 PM,CHAM 1096,Jha J,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,385,A,1,MWF,1230,1320,CHAM,1096,,,25
ECO-395-A,20656,Shareholder Activism,1,,,,Stroup C,,,,ECO,395,A,1,,,,,,,,25
ECO-395-B,20793,Advanced Causal Inference,1,,,,O'Keefe S,,,,ECO,395,B,1,,,,,,,,25
ECO-395-C,20833,Geopolitical Uncertainty & M&A,1,,,,Stroup C,,,,ECO,395,C,1,,,,,,,,25
ECO-495-A,20185,Contemporary Economic Issues,1,MW,2:30 PM - 3:45 PM,CHAM 1045,Gouri Suresh S,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,495,A,1,MW,1430,1545,CHAM,1045,,,25
ECO-495-B,20186,Beckerian Economics,1,MW,2:30 PM - 3:45 PM,CHAM 3084,O'Keefe S,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,495,B,1,MW,1430,1545,CHAM,3084,,,25
ECO-495-C,20187,Topics in Public Policy,1,MW,2:30 PM - 3:45 PM,CHAM 1006,Cools A,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,495,C,1,MW,1430,1545,CHAM,1006,,,25
ECO-495-D,20188,Topics in Corporate Finance,1,MW,2:30 PM - 3:45 PM,CHAM 3196,Stroup C,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,495,D,1,MW,1430,1545,CHAM,3196,,,25
ECO-495-H,20189,Honors Research,1,MW,2:30 PM - 3:45 PM,CHAM B027,Foley M,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,,ECO,495,H,1,MW,1430,1545,CHAM,B027,,,25
EDU-141-A,20190,Intro to Philosophy of Educ,1,MWF,9:30 AM - 10:20 AM,CHAM 2068,Gay R,,,,EDU,141,A,1,MWF,0930,1020,CHAM,2068,,,25
EDU-208-A,20605,Comp & International Education,1,TR,9:40 AM - 10:55 AM,VAC 117,Marsicano C,,,,EDU,208,A,1,TR,0940,1055,VAC,117,,,25
EDU-260-A,20606,Oppression & Education,1,MWF,8:30 AM - 9:20 AM,CHAM 1003,McElrath K,,,,EDU,260,A,1,MWF,0830,0920,CHAM,1003,,,25
EDU-280-A,20191,Intro to Education Policy,1,TR,8:15 AM - 9:30 AM,CHAM 1003,Murray B,,,,EDU,280,A,1,TR,0815,0930,CHAM,1003,,,25
EDU-280-B,20192,Intro to Education Policy,1,TR,12:15 PM - 1:30 PM,CHAM 3084,Murray B,,,,EDU,280,B,1,TR,1215,1330,CHAM,3084,,,25
EDU-292-A,20193,Theory of Sports Coaching,1,MWF,11:30 AM - 12:20 PM,CHAM 2068,Gay R,,,,EDU,292,A,1,MWF,1130,1220,CHAM,2068,,,25
EDU-292-B,20842,Theory of Sports Coaching,1,,,,Gay R,,,,EDU,292,B,1,,,,,,,,25
EDU-301-A,20194,Social Stratification in HE,1,M,1:30 PM - 4:20 PM,WATSON 310,McElrath K,,,,EDU,301,A,1,M,1330,1620,WATSON,310,,,25
EDU-395-A,20749,NC's Education System,1,,,,Gay R,,,,EDU,395,A,1,,,,,,,,25
EDU-395-B,20759,IND. Study- First Gen Students,1,,,,Marsicano C,,,,EDU,395,B,1,,,,,,,,25
EDU-395-C,20767,Independent Study in Education,1,,,,Marsicano C,,,,EDU,395,C,1,,,,,,,,25
EDU-400-A,20558,Dir Field Placement-Education,1,MW,2:30 PM - 3:45 PM,WATSON 157,Bailey T,"[{""code"":""PRM"",""description"":""Permission of instructor required""}]",,,EDU,400,A,1,MW,1430,1545,WATSON,157,,,25
EDU-495-A,20197,Capstone,1,F,1:30 PM - 4:20 PM,CHAM 3068,Gay R,"[{""code"":""R"",""description"":""Course has restrictions; see course description""}]",,,EDU,495,A,1,F,1330,1620,CHAM,3068,,,25
ENG-110-A,20198,Literature & Medicine,1,TR,8:15 AM - 9:30 AM,CHAM HANCE,Vaz O,,,,ENG,110,A,1,TR,0815,0930,CHAM,HANCE,,,25
ENG-110-B,20199,History of Nature Writing,1,MWF,8:30 AM - 9:20 AM,WATSON 157,Norris M,,,,ENG,110,B,1,MWF,0830,0920,WATSON,157,,,25
ENG-110-C,20200,Caribbean Literature,1,MWF,9:30 AM - 10:20 AM,WATSON 109,Flanagan B,,,,ENG,110,C,1,MWF,0930,1020,WATSON,109,,,25
ENG-201-A,20201,Intro to Creative Nonfiction,1,T,1:40 PM - 4:20 PM,CUNN 111,Perry S,"[{""code"":""12+"",""description"":""First-years and Sophomores only until first day of class""}]",,,ENG,201,A,1,T,1340,1620,CUNN,111,,,25
ENG-203-A,20620,Introduction-Writing Poetry,1,TR,12:15 PM - 1:30 PM,CHAM 2198,Rippeon A,"[{""code"":""12+"",""description"":""First-years and Sophomores only until first day of class""}]",,,ENG,203,A,1,TR,1215,1330,CHAM,2198,,,25
ENG-204-A,20202,Intro to Writing Fiction,1,M,1:30 PM - 4:20 PM,WATSON 140,Flanagan B,,,,ENG,204,A,1,M,1330,1620,WATSON,140,,,25
ENG-205-A,20203,Intro to Screenwriting,1,T,1:40 PM - 4:20 PM,DANA 153,Jackson J,"[{""code"":""12+"",""description"":""First-years and Sophomores only until first day of class""}]",,,ENG,205,A,1,T,1340,1620,DANA,153,,,25
ENG-216-I,20204,Word-Art,1,TR,9:40 AM - 10:55 AM,CHAM 2068,Churchill S,"[{""code"":""R"",""description"":""Course has restrictions; see course description""},{""code"":""INN"",""description"":""English Innovation Course""}]",,,ENG,216,I,1,TR,0940,1055,CHAM,2068,,,25
ENG-220-A,20205,Literary Analysis,1,TR,1:40 PM - 2:55 PM,WATSON 109,Fox A,"[{""code"":""12+"",""description"":""First-years and Sophomores only until first day of class""}]",,,ENG,220,A,1,TR,1340,1455,WATSON,109,,,25
ENG-220-B,20206,Literary Analysis,1,MWF,11:30 AM - 12:20 PM,CHAM 2084,Rippeon A,"[{""code"":""12+"",""description"":""First-years and Sophomores only until first day of class""}]",,,ENG,220,B,1,MWF,1130,1220,CHAM,2084,,,25
ENG-280-A,20208,American Literature,1,MWF,9:30 AM - 10:20 AM,CHAM 1027,Jensen A,,,,ENG,280,A,1,MWF,0930,1020,CHAM,1027,,,25
ENG-290-A,20209,World Literatures,1,MWF,11:30 AM - 12:20 PM,CHAM 3196,Flanagan B,,,,ENG,290,A,1,MWF,1130,1220,CHAM,3196,,,25
ENG-305-A,20210,Advanced Screenwriting,1,R,1:40 PM - 4:20 PM,CHAM 1086,Jackson J,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""R"",""description"":""Course has restrictions; see course description""}]",,,ENG,305,A,1,R,1340,1620,CHAM,1086,,,25
ENG-307-I,20211,Forms & Theories of Fiction,1,R,1:40 PM - 4:20 PM,CHAM 3068,Parker A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""INN"",""description"":""English Innovation Course""}]",,,ENG,307,I,1,R,1340,1620,CHAM,3068,,,25
ENG-339-I,20212,Illness Narratives,1,MWF,12:30 PM - 1:20 PM,CHAM 1003,Norris M,"[{""code"":""INN"",""description"":""English Innovation Course""}]",,,ENG,339,I,1,MWF,1230,1320,CHAM,1003,,,25
ENG-363-A,20213,History of the Novel,1,MWF,10:30 AM - 11:20 AM,CHAM 3084,Jensen A,"[{""code"":""R"",""description"":""Course has restrictions; see course description""}]",,,ENG,363,A,1,MWF,1030,1120,CHAM,3084,,,25
ENG-391-A,20214,Literary Criticism and Theory,1,W,1:30 PM - 4:20 PM,WATSON 140,Vincent H,"[{""code"":""234+"",""description"":""Sophomores, Juniors and Seniors only until first day of class""}]",,,ENG,391,A,1,W,1330,1620,WATSON,140,,,25
ENG-401-A,20215,True Crime,1,M,1:30 PM - 4:20 PM,CUNN 111,Perry S,"[{""code"":""34"",""description"":""Juniors and Seniors only""}]",,,ENG,401,A,1,M,1330,1620,CUNN,111,,,25
ENG-462-A,20216,Long Eighteenth-Century Gothic,1,M,1:30 PM - 4:20 PM,CHAM 3187,Vaz O,"[{""code"":""34"",""description"":""Juniors and Seniors only""}]",,,ENG,462,A,1,M,1330,1620,CHAM,3187,,,25
ENG-486-A,20217,Brilliant Exiles,1,T,1:40 PM - 4:20 PM,CHAM 3068,Churchill S,"[{""code"":""34"",""description"":""Juniors and Seniors only""}]",,,ENG,486,A,1,T,1340,1620,CHAM,3068,,,25
ENG-499-A,20218,Senior Honors Thesis,1,TR,9:40 AM - 10:55 AM,WATSON 147,Fox A,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""R"",""description"":""Course has restrictions; see course description""}]",,,ENG,499,A,1,TR,0940,1055,WATSON,147,,,25
ENV-201-A,20219,Environmental Science +Lab,1,W,1:30 PM - 4:20 PM,WALL 116,Chapman L,"[{""code"":""12+"",""description"":""First-years and Sophomores only until first day of class""}]",,,ENV,201,A,1,W,1330,1620,WALL,116,,,25
ENV-201-B,20220,Environmental Science +Lab,1,W,1:30 PM - 4:20 PM,WALL 116,Chapman L,"[{""code"":""34+"",""description"":""Juniors and Seniors only until the first day of class""}]",,,ENV,201,B,1,W,1330,1620,WALL,116,,,25
ENV-201-C,20221,Environmental Science +Lab,1,R,1:40 PM - 4:20 PM,WALL 116,Chapman L,"[{""code"":""12+"",""description"":""First-years and Sophomores only until first day of class""}]",,,ENV,201,C,1,R,1340,1620,WALL,116,,,25
ENV-201-D,20222,Environmental Science +Lab,1,R,1:40 PM - 4:20 PM,WALL 116,Chapman L,"[{""code"":""34+"",""description"":""Juniors and Seniors only until the first day of class""}]",,,ENV,201,D,1,R,1340,1620,WALL,116,,,25
