Crs & Sec,CRN,Title,Cred,Days,Time,Room,Instructor,Notes,Grad. Reqs.,Seats Left,subject,course_number,section,credits,weekdays,start_time,end_time,building,room,enrolled,capacity,seats_remaining
REL-254-A,20425,Religion & Economics,1,MWF,9:30 AM - 10:20 AM,CHAM 3068,Ottati D,,,,REL,254,A,1,MWF,0930,1020,CHAM,3068,,,25
REL-268-A,20427,Hindu Gods and Goddesses,1,TR,3:05 PM - 4:20 PM,CHAM 1045,Patel V,,,,REL,268,A,1,TR,1505,1620,CHAM,1045,,,25
REL-271-A,20428,Buddhism,1,MWF,1:30 PM - 2:20 PM,CHAM 1006,Pang R,,,,REL,271,A,1,MWF,1330,1420,CHAM,1006,,,25
REL-301-A,20429,What is religion good for?,1,MW,2:30 PM - 3:45 PM,CHAM 2209,Snyder G,,,,REL,301,A,1,MW,1430,1545,CHAM,2209,,,25
REL-395-A,20661,Evangelical Women in America,1,,,,Wills A,,,,REL,395,A,1,,,,,,,,25
REL-459-A,20430,#Spiritual-But-Not-Religious,1,T,8:15 AM - 10:55 AM,VAC 108,Zamir R,,,,REL,459,A,1,T,0815,1055,VAC,108,,,25
REL-498-A,20758,Honors Thesis,1,,,,Swenson-Lengyel W,,,,REL,498,A,1,,,,,,,,25
RUS-102-A,20431,Elementary Russian II,1,MWF,10:30 AM - 11:20 AM,CHAM 3209,Moskvitina L,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XP"",""description"":""Course meets for extra periods""}]",,,RUS,102,A,1,MWF,1030,1120,CHAM,3209,,,25
RUS-202-A,20432,Intermediate Russian II,1,MWF,11:30 AM - 12:20 PM,CHAM 3209,Moskvitina L,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XP"",""description"":""Course meets for extra periods""}]",,,RUS,202,A,1,MWF,1130,1220,CHAM,3209,,,25
RUS-280-A,20433,Russia & the West,1,MWF,8:30 AM - 9:20 AM,CHAM 3187,Ewington A,"[{""code"":""IN-ENGL"",""description"":""In English""}]",,,RUS,280,A,1,MWF,0830,0920,CHAM,3187,,,25
RUS-317-A,20434, Russian Mass Media,1,MWF,9:30 AM - 10:20 AM,CHAM 3209,Moskvitina L,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""},{""code"":""XP"",""description"":""Course meets for extra periods""}]",,,RUS,317,A,1,MWF,0930,1020,CHAM,3209,,,25
RUS-417-A,20435, Adv: Russian Mass Media,1,MWF,9:30 AM - 10:20 AM,CHAM 3209,Moskvitina L,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""},{""code"":""XP"",""description"":""Course meets for extra periods""}]",,,RUS,417,A,1,MWF,0930,1020,CHAM,3209,,,25
RUS-420-A,20577,War & Peace: Tolstoy,1,T,1:40 PM - 4:20 PM,CHAM 2209,Ewington A,"[{""code"":""234+"",""description"":""Sophomores, Juniors and Seniors only until first day of class""},{""code"":""IN-ENGL"",""description"":""In English""}]",,,RUS,420,A,1,T,1340,1620,CHAM,2209,,,25
SIL-111-A,20436,Beginning Dutch,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,,SIL,111,A,1,,,,,,,,25
SIL-115-A,20437,Beginning Italian,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,,SIL,115,A,1,,,,,,,,25
SIL-116-A,20438,Continuing Italian,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,,SIL,116,A,1,,,,,,,,25
SIL-117-A,20439,Intermediate Italian,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,,SIL,117,A,1,,,,,,,,25
SIL-120-A,20440,Beginning American Sign Lang,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,,SIL,120,A,1,,,,,,,,25
SIL-121-A,20441,Continuing Amer Sign Lang,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,,SIL,121,A,1,,,,,,,,25
SIL-125-A,20442,Beginning Korean,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,,SIL,125,A,1,,,,,,,,25
SIL-126-A,20443,Continuing Korean,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,,SIL,126,A,1,,,,,,,,25
